,tweets,words,
25490," Prowers Medical Center Thanks the Citizens of Holly, CO! http://t.co/rPOTX49w79",prowers medical center thanks citizens holly,Non-Medical
25491, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/Xos35pB5xe,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
25493," Check out our YouTube videos on population health management, medical homes, patient registries &amp; more http://t.co/RacaacDZrD",check youtube videos population health management medical homes patient registries,Non-Medical
25494," Check out our YouTube videos on population health management, medical homes, patient registries &amp; more http://t.co/XuAaT3jPpi",check youtube videos population health management medical homes patient registries,Non-Medical
25495, @legendaryLT Doctor of life!,doctor life,Non-Medical
25496, Pretty chill that everyone at the sports doctor office and I are on a first name basis #alwayshere,pretty chill sports doctor office name basis #alwayshere,Non-Medical
25497, God I hate going to the doctor ?? #ihatebeingagirl,god hate doctor #ihatebeingagirl,Non-Medical
25501, New public database shows hospital billing charges all over the map http://t.co/CYX24HvjIH,public database hospital billing charges map,Non-Medical
25504, Just got back from doctor's.  Being treated for a spyder bite.  Steroids and antibiotics.  What an ugly sight.  Hope it's not a recluse bite,doctors treated spyder bite steroids antibiotics ugly sight hope recluse bite,Non-Medical
25505," Poor mama, doctor put her in a cast http://t.co/3XDVJY1IEi",poor mama doctor cast,Non-Medical
25511," My ear hurts, the doctor said he wanted to 'surgically remove' my piercing cos it got nearly ripped out my ear on saturday. Not happening.",ear hurts doctor surgically remove piercing cos nearly ripped ear saturday happening,Non-Medical
25514, I have a doctor ! Do u? http://t.co/z6xzHEASdd,doctor,Non-Medical
25515, @Clowildxx @laurencookexxx ohh okay go and ask the doctor at a&amp;e,ohh okay doctor aampe,Non-Medical
25517," You can be anything in the world, in God we trust An architect, doctor, maybe an actress But nothing comes easy, it takes much practice",world god trust architect doctor maybe actress comes easy takes practice,Non-Medical
25518, @Ar7ie And a Doctor to visit ;),doctor visit,Non-Medical
25522," Q: What a BLONDE will ask the doctor, in the maternity ward? A: Is it mine?",blonde doctor maternity ward mine,Non-Medical
25523," Ok, Doctor Who now. Christmas eve *again*, this time John Simm to spoil it...  Only going to watch this episode, not the 2nd part. #really",ok doctor christmas eve time john simm spoil watch episode #,Non-Medical
25524," \@fashylovesdavia: @__Samiyaaa AWWWW! WYD 2morrow? If @Qyzaya_ is still n the hospital were goin to c her!\""ok""",awwww wyd hospital goin herok,Non-Medical
25525, proving cruelty tomorrow should take only about 30 minutes let the doctor testify that should be it #jodiarias w/ the jury saying yes in 5m,proving cruelty tomorrow minutes doctor testify #jodiarias jury saying,Non-Medical
25527, that moment yo heart stops cuz u get a txt from yo lil sis sayin she had to be taken to the hospital n a ambulance&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,moment yo heart stops cuz txt yo lil sis sayin hospital ambulancegtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt,Non-Medical
25528," @chlojob__ he looks like doctor who, he deceives all people",looks doctor deceives people,Non-Medical
25530," I've watched \Nightmare in Silver\"" (S7 E12) of Doctor Who (2005) (via @tvshowtracker)""",watched nightmare silver s7 e12 doctor via,Non-Medical
25531," 18 + Graphic Syria, Damascus- Babila May 12, 2013 In a simple makeshift hospital, dear mom holding her Son's... http://t.co/XhYbVKzoDj #USA",graphic syria damascus babila simple makeshift hospital dear mom holding sons #usa,Non-Medical
25534, Buy a our TEAM CHILDREN wristband for only $1.00! and support your local children's hospital!... http://t.co/F8Bh2SLIwe,buy team children wristband support local childrens hospital,Non-Medical
25535, @PS3roxMYsox Doctor Who,doctor,Non-Medical
25537, Going to the hospital to get another spinal tap tomorrow #great #efmylife,hospital spinal tap tomorrow # #efmylife,Non-Medical
25538, Get what you pay for by going to a salon school - my stylist cut her finger terribly &amp; rushed to hospital. Blood on floor w/ my hair.,pay salon school stylist cut finger terribly rushed hospital blood floor hair,Non-Medical
25540, Wrong place oops here I am (@ Hahnemann University Hospital) http://t.co/3QQYgghSPp,wrong oops hahnemann university hospital,Non-Medical
25541, Sharing ratings is critical to helping one another know what a hospital is doing right or wrong. Rate a hospital today!,sharing ratings critical helping hospital wrong rate hospital,Non-Medical
25544," Check out our YouTube videos on population health management, medical homes, patient registries &amp; more http://t.co/FbWkIxczLx",check youtube videos population health management medical homes patient registries,Non-Medical
25545," Check out our YouTube videos on population health management, medical homes, patient registries &amp; more http://t.co/yb2J6aSFI2",check youtube videos population health management medical homes patient registries,Non-Medical
25546," Check out our YouTube videos on population health management, medical homes, patient registries &amp; more http://t.co/WAMXGj2PQ3",check youtube videos population health management medical homes patient registries,Non-Medical
25547," Check out our YouTube videos on population health management, medical homes, patient registries &amp; more http://t.co/6uON5CGrZ4",check youtube videos population health management medical homes patient registries,Non-Medical
25549," \I hope I'm a doctor by the time you graduate medical school so I can torture you\"" she legit wants me to be her slave?""",hope doctor time graduate medical school torture legit slave,Non-Medical
25551, I hate coming to the doctor &amp; filling shit out,hate coming doctor filling shit,Non-Medical
25554, @MCS_Denise please RT this video of our work in Bristol Children's Hospital &amp; appeal for funds for us to continue http://t.co/xXoXhETAHi,please video bristol childrens hospital appeal funds continue,Non-Medical
25556, @ASAP_Layz oops that is not going to happen doctor makes the decision Friday,oops happen doctor makes decision friday,Non-Medical
25561, That doctor visit was not fun.,doctor visit fun,Non-Medical
25562, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/WFLXv5iMYr,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
25565, @TeenMomGossip oh my god....some people need medication. Garys doctor says he needs it. So he should take it instead of abusing Janelle urg!,oh godsome people medication garys doctor instead abusing janelle urg,Non-Medical
25569, Omw to the hospital for my botox session,omw hospital botox session,Non-Medical
25572, @Too_Real_Jerry actually there is and I have to go to the doctor.,actually doctor,Non-Medical
25574, Smh at my eye doctor for not getting my JT reference when she was checking out my eyes #the2020experience,smh eye doctor getting jt reference checking eyes #the2020experience,Non-Medical
25575, Beyonce cancels Belgium show on doctor's orders http://t.co/NUG6X5Dg1t,beyonce cancels belgium doctors,Non-Medical
25577," “@CNN: Abortion doctor convicted of murder waives right to appeal, is sentenced to life in prison: http://t.co/kiuKXs2qBq”this ones for u MS",abortion doctor convicted murder waives appeal sentenced life prison ones ms,Non-Medical
25579, This time 18 years ago I was on my way to the hospital ;-) @jayjay_phillips,time ago hospital,Non-Medical
25581, Man Im About To Go To Ink Doctor,im ink doctor,Non-Medical
25582, It's weird that Freema Aygeman is a background character in Doctor Who before Martha Jones. In the episode Rose dies too.,weird freema aygeman background character doctor martha jones episode rose dies,Non-Medical
25583, The heart of our team is on her way to the hospital right now &lt;3,heart team hospital lt3,Non-Medical
25584, Convicted Pa. #abortion doctor gets life in prison http://t.co/tEckfBG3uJ via @phillydotcom,convicted pa #abortion doctor life prison via,Non-Medical
25585," [1] TO Medical - Trouble Breathing Dowling Ave b/w C N R &amp; Glenavon Rd [426] place <tweepy.models.Place object at 0x0291F790> coordinates {u'type': u'Point', u'coordinates': [-79.4385553, 43.6366545]}",medical trouble breathing dowling ave bw glenavon rd,Non-Medical
25586," [1] TO Medical - Trouble Breathing Dowling Ave b/w C N R &amp; Glenavon Rd [426] place <tweepy.models.Place object at 0x0291F290> coordinates {u'type': u'Point', u'coordinates': [-79.4385553, 43.6366545]}",medical trouble breathing dowling ave bw glenavon rd,Non-Medical
25587," [1] TO Medical - Unconscious Front St b/w Farquhars Lane &amp; Market St [333] place <tweepy.models.Place object at 0x0292CEF0> coordinates {u'type': u'Point', u'coordinates': [-79.373321, 43.6486159]}",medical unconscious front st bw farquhars lane market st,Non-Medical
25588, #NHS may #collapse unless #elderly give up #hospital #beds – #Health #Minister  http://t.co/Gl0XF64Xw0,#nhs #collapse unless #elderly #hospital #beds – #health #minister,Non-Medical
25589," [1] TO Medical - Unconscious Front St b/w Farquhars Lane &amp; Market St [333] place <tweepy.models.Place object at 0x0292CEF0> coordinates {u'type': u'Point', u'coordinates': [-79.373321, 43.6486159]}",medical unconscious front st bw farquhars lane market st,Non-Medical
25590," [1] TO Medical - Seizures/Convulsions Leslie St b/w Dundas St E &amp; Sproat Ave [326] place <tweepy.models.Place object at 0x0291F6B0> coordinates {u'type': u'Point', u'coordinates': [-79.331709, 43.6667289]}",medical seizuresconvulsions leslie st bw dundas st sproat ave,Non-Medical
25592," [1] TO Medical - Seizures/Convulsions Leslie St b/w Dundas St E &amp; Sproat Ave [326] place <tweepy.models.Place object at 0x0291F630> coordinates {u'type': u'Point', u'coordinates': [-79.331709, 43.6667289]}",medical seizuresconvulsions leslie st bw dundas st sproat ave,Non-Medical
25593, Cannot wait to start interning at St. David's Hospital again?????? Seriously want to get started with my career??,wait start interning st davids hospital seriously started career,Non-Medical
25594, Two @XYIENCE 's a day keeps the doctor away.,day doctor,Non-Medical
25595, The Doctor's daughter is hot.,doctors daughter hot,Non-Medical
25596, Got word my tia is in the hospital dying from cancer. :'( Wasn't that close to her but none the lest it's painful as hell. &lt;/3,word tia hospital dying cancer close none lest painful hell lt3,Non-Medical
25597, I've been fangirling over Doctor Who for years without people acting like it's dumb. Idgi.,fangirling doctor people acting dumb idgi,Non-Medical
25599," \Now the Doctor and Clara have bonded closer together by what’s happened in The Name Of The Doctor. It...\"" http://t.co/nGWmGwM6CS""",doctor clara bonded closer ’ happened name doctor,Non-Medical
25601, Hospital. Bring me food. http://t.co/DqJlsCVfYN,hospital bring food,Non-Medical
25603, Ailing Aretha Franklin Cancels Two Upcoming Appearances On Doctor's Orders http://t.co/aXd5NVOD3H,ailing aretha franklin cancels upcoming appearances doctors,Non-Medical
25604, Ailing Aretha Franklin Cancels Two Upcoming Appearances On Doctor's Orders http://t.co/APToGRlvz8,ailing aretha franklin cancels upcoming appearances doctors,Non-Medical
25605, Ailing Aretha Franklin Cancels Two Upcoming Appearances On Doctor's Orders http://t.co/VvY1jG4XkP,ailing aretha franklin cancels upcoming appearances doctors,Non-Medical
