,Tweets,words,
21320," Kermit Gosnell, the doctor convicted yesterday of killing three babies at his nightmarish Philadelph http://t.co/A9H9VY4i2k",kermit gosnell doctor convicted yesterday killing babies nightmarish philadelph,Medical
21330, Well my  doctor ended up giving me pills. So I only had one shot?? #itsmyluckyday,doctor giving pills shot #itsmyluckyday,Medical
21333, I'm still a bit shocked about what Angelina Jolie did but maybe this was the right choice: http://t.co/9w1QDruFPJ #respect,bit shocked angelina jolie maybe choice #respect,Medical
21337, Gosnell gets life in prison! http://t.co/1cqLQPrqtQ,gosnell life prison,Medical
21340, Here at the hospital place <tweepy.models.Place object at 0x0292CED0>,hospital,Medical
21343," Doctor Who is gonna be off the scale in its awesomeness this week. That's all I'm saying... because of spoilers, sweetie!",doctor gonna scale awesomeness week thats saying spoilers sweetie,Medical
21346, @darrinp94 Just Wondering And I'm On My Way Too The Hospital..,wondering hospital,Medical
21348, @OConnor_Jets i dont think he past the medical stage he stays in shape,dont past medical stage stays shape,Medical
21351, Medical Registration (Akron) http://t.co/Xjw14hdqtF #FCRJobsHIT,medical registration akron #fcrjobshit,Medical
21355," @jira_SlimFine I'm bout to take a nap, I had a mental health appt. &amp; I had to go to tha hospital cus of yo niece. smh.",bout nap mental health appt tha hospital cus yo niece smh,Medical
21356, @TomTheWanted I'm at the doctor :(,doctor,Medical
21361, @MelvinsDapper @Justin_Tobler Idk! I just heard Jordan and Jerett fought and Jerett had to go to the hospital or something.  ambulance came.,idk heard jordan jerett fought jerett hospital ambulance,Medical
21369, Doctor's office again.,doctors office,Medical
21370, Beyoncé cancelled her concert from today in Belgium because she is not well....her doctor adviced her not to perform.,beyoncé cancelled concert belgium wellher doctor adviced perform,Medical
21376," Wow, what a beautiful, inspiring article. #angelinajolie  http://t.co/DepIj6LZM3",wow beautiful inspiring article #angelinajolie,Medical
21385," Killeen Jobs: Near Killeen, TX - Family Medicine at Enterprise Medical Services (Killeen, TX):... http://t.co/ZTC2sipdSx #Jobs #KilleenJobs",killeen jobs near killeen tx family medicine enterprise medical services killeen tx #jobs #killeenjobs,Medical
21389, President's Award at Low Country Down Syndrome Society is Presented by Dr. Ben Spitalnick http://t.co/k7icAaCgIB #Medical,presidents award low country syndrome society dr ben spitalnick #medical,Medical
21392," Medical Records Reviewer - Queens, NY - http://t.co/5TsrTCN2NM #jobs #PrestigeStaffing #QueensVillage",medical records reviewer queens ny #jobs #prestigestaffing #queensvillage,Medical
21395, @_JoeEsposito @YoungLMP_RP @VernonPresley1 @ColonelTomP_ I think the hospital got it covered u_u'',hospital covered uu,Medical
21418, @hoopangel007 @DoctorWhoGal Just like The Doctor will always belong to River.,doctor belong river,Medical
21421, Reached the hospital. Looks like it's gonna be a long night.,reached hospital looks gonna night,Medical
21423," T &amp; E Cares is currently accepting resumes for job openings in the medical, administrative and property manager... http://t.co/Yr4uNflu9w",cares currently accepting resumes job openings medical administrative property manager,Medical
21430," I was in 1st grade, and my mom had just got me from school and we went straight to the hospital.",grade mom school straight hospital,Medical
21432, @KillaKrazee @poopiebuttninja i bake. cooking is better left to others. hence me wanting a stay at home husband once i am a doctor (:,bake cooking left hence stay home husband doctor,Medical
21436, Finna go to the eye doctor,finna eye doctor,Medical
21442, This could probably put me in hospital again :D,probably hospital,Medical
21451," If you feel like you want to die, you should see a doctor/health professional. Asking for help is not a weakness, it's so very brave &lt;3",feel die doctorhealth professional help weakness brave lt3,Medical
21454," 1 in 12 Canadian adults in hospital have MRSA or another superbug, study finds: On any given day, about one in... http://t.co/Q7wfYuawZa",canadian adults hospital mrsa superbug study day,Medical
21459," \meu tio ta com cancer no hospital\"" \""FOLLOW ME LIAM ILY\"" \""sou bi\"" \""FOLLOW ME LIAM ILY\"" \""vou ali cagar no mato ja volto\"" \""FOLLOW ME LIAM ILY\""""",meu tio ta com cancer hospital follow liam ily sou bi follow liam ily vou ali cagar mato ja volto follow liam ily,Medical
21462, I love and respect you so much Angelina. Everyone should read this http://t.co/F6s5ElnORq,love respect angelina read,Medical
21467, Hospital Ships – “If It Speaks” - Stereogum http://t.co/WqVOkcGcs0,hospital ships – speaks stereogum,Medical
21468, Fire Breaks Out in New Jersey Hospital ER http://t.co/UCkh2fvNWH,fire breaks jersey hospital er,Medical
21472," Today I accidentally swallowed some food coloring. The doctor says I'm OK, but I feel like I've dyed a little inside.",accidentally swallowed food coloring doctor ok feel dyed little inside,Medical
21474, Cruise income should boost Akaroa Hospital: Akaroa residents are pushing for the Christchurch City Cou... http://t.co/GDnVrV8bKS #cruise,cruise income boost akaroa hospital akaroa residents pushing christchurch city cou #cruise,Medical
21475," Watching 'Doctor Who: The End of Time, Part 2'. Not even halfway through and already crying my eyes out. #doctorwho",watching doctor time halfway crying eyes #doctorwho,Medical
21476, Total number of state psychiatric hospital beds fell by 9% in 2009-2012. See http://t.co/nz8AbSIvQR.,total psychiatric hospital beds fell,Medical
21478, Amazing woman: My Medical Choice http://t.co/Xunw4rokAe,amazing woman medical choice,Medical
21483, Convicted abortion doctor gets life in prison | National &amp; World News | KOMO News http://t.co/XAxjLlM4W4,convicted abortion doctor life prison national world news komo news,Medical
21485, Im at the cooder doctor ..,im cooder doctor,Medical
21487, My friends for tonight #hospital #unwell #bed http://t.co/kj4wOvlHDe,friends tonight #hospital #unwell #bed,Medical
21500, My god son in the hospital :(,god son hospital,Medical
21504, Advanced #Holistic &amp; Medical treatments in #Phoenix 480-240-2600; The cause and Consequences of breast cancer &gt; http://t.co/Ns8RxPv8wH #BCSM,advanced #holistic medical treatments #phoenix cause consequences breast cancer gt #bcsm,Medical
21506," @SydneySquash no way! I went to the doctor and he was just like \wow.. That's one hell of an ear infection..\"" Fml""",doctor wow thats hell ear infection fml,Medical
21507," Thought I'd be spending my night at work, but looks like it's the hospital instead",id spending night looks hospital instead,Medical
21509, #TuesdayCharity Donate to St. Jude's Children hospital and help fight childhood cancer http://t.co/qSpgH9a9QS,#tuesdaycharity donate st judes children hospital help fight childhood cancer,Medical
21512, NEVER have unprotected sex with someone whom you do not know their full medical history.,unprotected sex medical history,Medical
21517, WTMS: Doctor Who - State of Decay http://t.co/WgmWYgaaRt,wtms doctor decay,Medical
21519, @Perx_ o thats tough! I liked it though how Michael says to Carlo he wouldnt kill him. And the hospital part.,thats tough liked michael carlo wouldnt kill hospital,Medical
21522, Latteno Food Corp. (LATF: OTC Pink Current) | Latteno’s Subsidiary Green Cannabis Introduces Medical Mari... http://t.co/QDhaCwtZ8T #OTC,latteno food corp latf otc pink current latteno’ subsidiary green cannabis introduces medical mari #otc,Medical
21527, U scored 38 in UTME and u want to study Medicine.....u are not even qualified to b a native doctor#LoL#,scored utme study medicineu qualified native doctor#lol#,Medical
21536," Yesterday night i dint sleep, was studying. 500 yawns. Haven't slept till now, not at all sleepy. That's why i dint take medical.",yesterday night dint sleep studying yawns slept till sleepy thats dint medical,Medical
21539, Soo uhh put some videos from an abandoned hospital from my phone to my laptop and spotted this.. http://t.co/ZX0YHcPEOK,soo uhh videos abandoned hospital phone laptop spotted,Medical
21540, @Josh_Moon plaintiff in lawsuit alleging mental distress &amp; seeking money damages for it makes her medical records relevant and discoverable,plaintiff lawsuit alleging mental distress seeking money damages makes medical records relevant discoverable,Medical
21541, @LOCOassOLIVIA girl you better call that doctor back ????,girl call doctor,Medical
21543," Time to get caught up on Doctor Who. First up \Cold War\""...I haven't heard great things.""",time caught doctor cold wari heard,Medical
21547, My Medical Choice http://t.co/XOwwQtL7pm  article brings my tears !!! Respect u woman :) god bless you,medical choice article brings tears respect woman god bless,Medical
21548, Dr. Adline Ghazi of @medstargoodsam discovers hospital hypoglycemia increasing in black male #diabetes patients http://t.co/riFNwMNbA5,dr adline ghazi discovers hospital hypoglycemia increasing black male #diabetes patients,Medical
21553, Angelina Jolie and her medical choice - (c) New York Times - are on the front page of every newspaper title flashed up on #skypapers.,angelina jolie medical choice york times front page newspaper title flashed #skypapers,Medical
21558, I wanna slap my doctor,wanna slap doctor,Medical
21561, Advanced #Holistic &amp; Medical treatments in #Phoenix 480-240-2600; The cause and Consequences of breast cancer &gt; http://t.co/hzgwWL9Xkk #BCSM,advanced #holistic medical treatments #phoenix cause consequences breast cancer gt #bcsm,Medical
21562, @DotDotDesirae I'm coming 5th throw 7th I might have to go to the doctor in the a.m,coming throw doctor,Medical
21563, I liked a @YouTube video http://t.co/xRq6ob4CSa Man Cuts off Arm - Drives Ten Miles to Hospital!,liked video cuts arm drives ten miles hospital,Medical
21573, My medical class suddenly turned into a beauty salon...,medical class suddenly beauty salon,Medical
21575, @MelissaTweets @AceofSpadesHQ Imagine all the death penalties handed down if every clinic or hospital was convicted of this violation?,imagine death penalties handed clinic hospital convicted violation,Medical
21579," I have been sitting in this tiny room for 30 min, alone, and cold! Yes I am indeed at the eye doctor",sitting tiny min cold indeed eye doctor,Medical
21582, @SonsieFace just hear from Paul that your back in hospital. Get well soon again buddy. Take care.,hear paul hospital soon buddy care,Medical
21591, Don't let the doctor in,doctor,Medical
21593, @demetrius_frye wait what?!?? U IN A HOSPITAL BED WHAT?!?!?,wait hospital bed,Medical
21597," Medical procedures, mathematics, chocolate and Disney films has been my day today &lt;3 #readyforbed #lovelife #NHS",medical procedures mathematics chocolate disney films day lt3 #readyforbed #lovelife #nhs,Medical
21604, Hospital staff praised for watchdog 'whistleblowing' - News - getsurrey http://t.co/3b4x6gbayn,hospital staff praised watchdog whistleblowing news getsurrey,Medical
21608, @nellaaa22 scrub I dnt have service in the hospital ...I only have wifi right now,scrub dnt service hospital wifi,Medical
21614," What a respectable, brave choice Angelina Jolie made. http://t.co/eTZes0GjFO …",respectable brave choice angelina jolie …,Medical
21621, This doctor is an hour behind ??,doctor hour,Medical
